,,,,,,,,,,,,,,,,,,,
1,Unit Listing,,,,,,,,Specifications,,,,,,,,Manufacturer,,Notes
2,Brand,Series,,,Wattages + Links,Tier,Year,,Size,ATX Ver.,Input Range,Modularity,Efficiency,Topology,,,ODM,Platform Code,Notes
703,,,,A-G,1000W,A,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
704,,,,A-GF,650/750/850W,A,2020,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPU,Multi-rail functionality effectively negated by per-rail 12V OCP being set especially high. OPP is still functional.
705,,,,A-GS PCIE5,850W,A,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CTE,Semi-digital.
706,,,,,1000/1250W,A,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CTE,"Only one 8-pin PCIe cable! Dual 12VHPWR. Good performance in pre-production sample, but needs fine-tuning. Semi-digital."
707,,,,,,,,,,,,,,,,,,,
708,NZXT,C Series,Gold V1 (2019),,650/750/850W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,Fan grille with islands above the fan hub and for fan mounting holes. 120mm fan
709,,,Gold V2 (2022),,650-1000W,A,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,Fan grille without island about the fan hub. 140mm fan
710,,,Gold ATX 3.0 (2023),,1200W,A+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,
711,,,Gold ATX 3.1 (2024),,850/1000/1200W,A+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CXT,Available in black and white
712,,,Platinum,,1500W,A+,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CWT,CTT,"Semi-digital, interleaved PFC, magnetic levitation (maglev) bearing fan"
713,,,Bronze,V1 (2021),550/650/750W,C+,2021,,ATX,ATX 2.x,Full,Semi,B,DF,SSR,DC-DC,CWT,CSB-A,
714,,,,V2 (2023),750W,C+,2023,,ATX,ATX 2.x,Full,No,B,DF,SSR,DC-DC,CWT,CSB-A,"Same platform as the C Bronze (2021) with slight downgrades in terms of hardware, better fan. See teardown here (some info is wrong)."
715,,E Series,,,500/650/850W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Upgraded Focus Gold,Added MCU and secondary supervisor IC.
716,,,,,,,,,,,,,,,,,,,
717,"PCCooler/
CPS",KF,,,450-750W,F,2024,,ATX,ATX 2.x,230V,No,W,DF,PR,GR,Helly?,ATX-0200 or clone,"Terrible electrical performance under crossloads (effect of Group Regulation), and overall poor performance otherwise."
718,,YN,,,750/850/1000W,A,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32,
719,,,,,,,,,,,,,,,,,,,
720,Ocypus,Beta,,P-ND,400-700W,E,2025,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Unknown,Andyson M5 clone?,"Only very basic protections claimed, OCP not claimed for any rail."
721,,,,,,,,,,,,,,,,,,,
722,Phanteks,AMP,-,,550-1000W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus GX,Transient response on the 3.3V rail is either failing or near failing. Fan profile is quite aggressive.
723,,,GH,Gold,750/850W,B,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0500GB,
724,,,,Platinum,1000W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Helly,EPS-0100,
725,,,V2,,1000W,A,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus GX,A refreshed Phanteks AMP 1000W with a 12+4 cable. White variant is available.
726,,Revolt Pro,,,850/1000W,A,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus,
727,,Revolt X,,,1200W,A-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,Dual system. Load regulation on 12V could be better.
728,,Revolt SFX,,Gold,650/750W,B-,2022,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,SGX 2021,White 750W available.
729,,,,Platinum,750W,B-,2023,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,SPX,Modular board protudes from the unit
730,,,,,850W,B-,2024,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,,
731,,,,,,,,,,,,,,,,,,,
732,"PowerSpec
(MicroCenter)",PS1,GFM,,750/850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-832D,
733,,PS,BF,,550/650W,E,2010,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,High Power,Element Smart,Still produced according to MC stock
734,,,BSM,,650W,E,2011,,ATX,ATX 2.x,Full,Semi,B,DF,PR,GR,High Power,Element Smart,
735,,,WF,,430/500/650W,E,2008,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,High Power,,500W seemingly still manufactured according to MC stock.
736,,,X,GFM,850W,C,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810,"Malfunctioning/missing OTP, no inrush protection, poor quality fan, hold-up time not within ATX spec, poor 3.3V transient response."
737,,,,,,,,,,,,,,,,,,,
738,Raidmax,Cobra,ATX 3.1 Non-Modular,,650/750/850W,C,2024,,ATX,ATX 3.x,Full,No,G,DF,SSR,DC-DC,Andyson,P37,"Some degree of false advertising going on. Claims to be LLC resonant with an FDB fan and 105C caps. Internal shots show otherwise. Recommended to proceed with caution. Even though the platform is safe, it's not as good as advertised."
739,,,ATX 3.1 Fully-Modular,,650/750/850W,C,2024,,ATX,ATX 3.x,Full,No,G,DF,SSR,DC-DC,Andyson,P37,
740,,Monster,,,700W,B,2016,,ATX,ATX 2.x,Full,Semi,T,LLC,SR,DC-DC,Andyson,N8,
741,,Vortex,,White,600/800W,E,2019,,ATX,ATX 2.x,Full,No,W,DF,PR,GR,Andyson,M5?,
742,,,,Bronze,500/700W,E,2019,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5?,
743,,XTB,,,350-650W,F,2016,,ATX,ATX 2.x,Full,No,N,DF,PR,GR,Andyson?,E5?,PPFC; e-waste
744,,,,,,,,,,,,,,,,,,,
745,Raijintek,Ampere,,,1200W,B-,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Andyson,P32A (modified P32),OTP is set over >200C (doesn't function as intended). 850/1000W might not be similar to the 1200W.
746,,Cratos,,,850/1000/1200W,A,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SANR,SM-Z,
747,,Ermis,,,450/550W,F,2022,,SFX,ATX 2.x,Full,No,B,DF,SR,DC-DC,SANR,,"Low quality sleeve bearing fan, ripple exceeds ATX specification, low quality capacitors, and a 3 year warranty."
748,,,,,,,,,,,,,,,,,,,
749,Razer,Katana Chroma,,,850/1200W,A,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,CWT,CST,"Semi-digital, Razer Chroma integration with other Razer products."
750,,,,,,,,,,,,,,,,,,,
751,Redragon,Master RGPS PRO ATX 3.1,,,1000/1200W,A-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0800GB,
752,,Master RGPS ATX 3.1,,,850W,B,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0500GB,
753,,PSU,,14,650W,B,2022,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,SFX-0200,
754,,,,15,750W,B,2022,,SFX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Helly,SFX-0200,
755,,RGPS,Bronze,Full Modular,600W,C-,2020,,ATX,ATX 2.x,Full,Full,B,DF,SR,DMA,Helly,ATX-0600,
756,,,,Non-Modular,500/600W,C-,2020,,ATX,ATX 2.x,Full,No,B,DF,SR,DMA,Helly,ATX-0600,
757,,,Gold,Full Modular,650/750/850W,B-,2024,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Helly,ATX-0500GB,"1 year warranty according to manufacturer, at least in Russia, which appears to be the main target market for this unit."
758,,,,,,,,,,,,,,,,,,,
759,Rosewill,Quark,,,850/1050/1200W,B+,2015,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Enhance,13XX GT Platinum,"Claims OTP but not tested in Aris' review, B+ until further notice."
760,,Photon,,,550-850W,B-,2014,,ATX,ATX 2.x,Full,Full,G,LLC,SSR,DC-DC,High Power,Astro Lite,
761,,,,,1050W,C+,2014,,ATX,ATX 2.x,Full,Full,G,DF,SR,DC-DC,High Power,Astro GD HPJ,Doesn't quite exhibit the same behavior in such torture testing as the 1200W model.
762,,,,,1200W,E,2014,,ATX,ATX 2.x,Full,Full,G,DF,SR,DC-DC,High Power,Astro GD HPJ,"While the power supply is rated for 40°C, testing done by Aris (who tests at 45°C), shows excessive ripple above the ATX spec at 110%/CL2 load."
763,,SMG,,,650/750W,B+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-817,
764,,,,,850/1050/1200W,B+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-815,
765,,Tokamak,,,1200/1500W,B,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Enhance,,Very high ripple on the 12V rail for a unit of this caliber.
766,,VSB,,,650/750/850W,C,2025,,ATX,ATX 3.x,Full,Semi,B,DF,SR,DC-DC,Andyson,P37,"Internal shots show the unit using the same ""ICB"" (in reality rifle) fan as the Triton Rx."
767,,,,,,,,,,,,,,,,,,,
768,SAMA,Armor,,,550-1000W,C,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SAMA,805AS,
769,,Black Diamond,,-,750/850/1000W,B+,2023,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SAMA,916AS,Nearly identical to the XF.
770,,,,V2 (ATX 3.0),750/850/1000W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,SAMA,916AS,Black Diamond with a PCIe 5.0 interface.
771,,Black Hole,,,750-1200W,E,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,NZ01,"Failed JonnyGuru's burn-in test (gave up the ghost), protections are poorly misconfigured on this platform."
772,,Forza Titanium,,,800W,B-,2015,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,SAMA,790AS,"SAMA increased the power-good signal's hold-up time by a lot, which makes this PSU a possible danger to hardware."
773,,G,,,1000W,A-,2025,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,A0172,"Poor inrush protection, mediocre load regulation on the minor rails, and poor excursion response in the 200% test. Good performance, otherwise."
774,,GT,,,650W,C,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,A0141,Electrical performance is mediocre and OCP triggering points are sky high. Recommended only for low-end hardware.
775,,P,,,1000/1200W,A,2025,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,RSY,A0173,"The OCP and OPP triggering points, while functional, are set higher than necessary on all rails, and aren't reduced enough under hot conditions."
776,,XF,,,750/850/1000W,C,2023,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,SAMA,916MC,"OCP did work, but the PSU died in the process, which is not ideal. Recommended only for low-end hardware. See testing here."
777,,XM,,,750W/850W,B+,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,RSY,XM01,"122mm depth; same platform as Enermax Revolution D.F. 12, but with cheaper components."
778,,XP,,,850/1000/1200W,E,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,RSY,NZ01,Based on the same platform as the Black Hole; OTP untested; some parts remain unidentifiable; white variant available.
779,,,,,,,,,,,,,,,,,,,
780,Seasonic,A12,,,500/600/700W,F,2021,,ATX,ATX 2.x,230V,No,W,LLC,PR,DMA,RSY,Costdown S12III,
781,,B12 BC,,,550-850W,C,2021,,ATX,ATX 2.x,Full,No,B,LLC,SR,DC-DC,Helly,Costdown ATX-0500GQ,"Costdown of the G12 GC; cheaper components, all Chinese caps, and an even cheaper fan; downgraded to Bronze eff."
782,,G12 GC,,Global,550-850W,C+,2021,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Helly,ATX-0500GQ,"OTP isn't claimed, IC doesn't support it either"
783,,,,China Only,550-850W,B-,2023,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Seasonic,Core GC (Focus costdown),Internal shots confirm a costdown Core GC/Focus
784,,G12 GM,,,550-850W,C+,2021,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Helly,ATX-0500GQ,Semi-modular version of the G12 GC (Global)
785,,Core,,GC,500/550/650W,B-,2022,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Seasonic,Focus Gold costdown,GX but non-modular
786,,,,GM,500/550/650W,B-,2022,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Seasonic,Focus Gold costdown,GX but semi-modular
787,,,,GX,500/550/650W,B-,2022,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold costdown,"Sleeve bearing fan, 3.3V rail is subpar in transient testing, fan profile is aggressive and very loud when pushed. Source: Aris"
788,,,,GX ATX 3.0,650/750/850W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus GX ATX 3.0 costdown,"Good electrical performance and decent component quality, however OCP on the minor rails is set way too high, particularly on 5VSB (over 200%)"
789,,S12III,,,500/550/650W,F,2019,,ATX,ATX 2.x,Full,No,B,LLC,PR,DMA,RSY,S12III,"Claims only SCP, OPP, and over/under voltage. OCP not claimed on any rail."
790,,Focus,Gold (GM),,450-850W,A,2017,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Seasonic,Focus Gold,Some units produced before 2018 may experience shutdowns with high transient draw GPUs.
791,,,Plus Gold (GX),,550-1000W,A,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
792,,,Plus Platinum,,550-850W,A,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
793,,,GM,,500-850W,A,2019,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,Seasonic,Focus Gold,"Minor changes with a ""V3"" model released in 2019."
794,,,GX,-,550-1000W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
795,,,,White,750/850/1000W,A,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
796,,,,V4 ATX 3.1,750/850/1000W,A-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus GX ATX 3.1,"Black model has white line accents, compared to V3. Stupidly high inrush current, mediocre transient response, minor rails' OCP needs tuning."
797,,,PX,,550-850W,A,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
798,,,SGX,SFX-L,650/500/450W,A,2019,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,SGX,SFX-L
799,,,,SFX,550/650/750W,B-,2021,,SFX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,SGX 2021,
800,,,SPX,,650/750W,B-,2021,,SFX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,SPX,Malfunctioning OTP per Aris' testing
801,,Prime,Connect,,750W,A,2020,,Other,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Modified Focus,"Modification of Focus with separate modular piece, extremely similar to the Syncro Connect."
802,,,Gold,,650-1200W,A,2016,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Prime Gold,
803,,,Platinum,,650-1200W,A,2016,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,
804,,,Titanium,,650-1000W,A+,2016,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
805,,,Ultra,Gold,550/650/750W,A,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
806,,,,,850/1000W,A,2017,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Prime Gold,
807,,,,Platinum,550/650/750W,A,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
808,,,,,850/1000W,A+,2017,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,
809,,,,Titanium,650-1000W,A+,2017,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
810,,,Gold (GX),,650/750W,A,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,
811,,,,,850/1000W,A-,2019,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Prime Gold,
812,,,Noctua (TX),,1600W,A+,2024,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium high-wattage,
813,,,Platinum (PX),,650/750W,A,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
814,,,,,850-1300W,A-,2019,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,
815,,,,,1600W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum high-wattage,
816,,,Titanium (TX),,650-1000W,A-,2019,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
817,,,,,1300W,A,2022,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium high-wattage,
818,,,,,1600W,A+,2022,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium high-wattage,
819,,,Titanium (TX) ATX 3.0,,1300/1600W,A+,2024,,ATX,ATX 3.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium high-wattage,
820,,,Airtouch,,850W,A,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Prime Gold,Basically a Prime Gold with a slightly different exterior appearance and extra fan modes.
821,,,SnowSilent,,550W,A,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Focus Gold,White versions of Focus (yes) Gold / Platinum and Prime Titanium.
822,,,,,650W,A,2018,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Focus Platinum,
823,,,,,750W,A-,2018,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
824,,,Fanless,Platinum (PX),450/500W,A-,2022,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Prime Platinum,
825,,,,Titanium,600W,A-,2018,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
826,,,,New Titanium (TX),600/700W,A-,2022,,ATX,ATX 2.x,Full,Full,T,LLC,SR,DC-DC,Seasonic,Prime Titanium,
827,,Syncro Connect,,,650/750/850W,A,2020,,Other,ATX 2.x,Full,No,G,LLC,SR,DC-DC,Seasonic,Modified Focus Gold,
828,,Vertex,,Gold (GX),750-1200W,A-,2022,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Seasonic,Vertex GX,ATX 3.0 transient response could be better. 5VSB OCP is stupidly high.
829,,,,Platinum (PX),750-1200W,A-,2022,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Seasonic,Vertex PX,
830,,,,,,,,,,,,,,,,,,,
831,Segotep,GM,,,750/850W,F,2020,,ATX,ATX 3.x,Full,Full,G,DF,SR,DC-DC,Segotep,,Numerous protections malfunctions and terrible electrical performance. See testing here.
832,,,,,1250W,E,2021,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Segotep,,"Not recommended since no proper testing exists, and numerous issues exist with other Segotep units that were tested."
833,,GN,,,650W,E,2019,,ATX,ATX 2.x,Full,No,G,DF,SR,DC-DC,Segotep,Costdown GM?,"Not recommended since no proper testing exists, and numerous issues exist with other Segotep units that were tested."
834,,KL-MG (SFX),,,750W,E,2024,,SFX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Segotep,SMD650,Protections are tuned incorrectly to properly pass all ATX 3.0 transient tests.
835,,PM,,W,650W,F,2024,,ATX,ATX 2.x,Full,Full,P,LLC,SR,DC-DC,Segotep,,"EPS cable melted during efficiency testing, so protections were not tested. Possible bad sample. Avoid until further notice. No claimed OTP."
836,,,,W (ATX 3.1),750/850W,C+,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Segotep,,"Failed 3.3V transient response (although by 0.02V), 5V OCP needs tuning. Rifle bearing fan. Decent electrical performance."
837,,U5,,,500W,F,2025,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Segotep,SMD-800,Lacks proper protections. Allows for fatal voltage drops.
838,,U6+,,,650W,F,2025,,ATX,ATX 2.x,230V,No,N,DF,PR,GR,Segotep,SMD-800,Lacks proper protections. Allows for fatal voltage drops.
839,,,,,,,,,,,,,,,,,,,
840,Sharkoon,Rebel,P10 Silver,,550/650/750W,C,2024,,ATX,ATX 3.x,Full,No,S,DF,SSR,DC-DC,Andyson,P37,"Middling load regulation for the 3.3v & 5VSB rails, 5VSB OCP is set high, 2 year warranty."
841,,,,,850W,C-,2024,,ATX,ATX 3.x,Full,No,S,DF,SSR,DC-DC,Andyson,P37,OCP triggering points on the 5V and 5VSB rails allow for excessive ripple beyond the ATX specification. 2 year warranty.
842,,,P20 Gold,,750W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32,"Out of spec 3.3V transient response. B+ electrical performance, crippled with a 2 year warranty."
843,,,,,850W,B-,2024,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32,"Poor 3.3V transient response, A- tier performance. crippled with a 2 year warranty."
844,,,P20 Platinum,,1000W,B-,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Andyson,P32,"Out of spec 3.3V transient response. B+ electrical performance, crippled with a 2 year warranty."
845,,,,,1200W,B-,2024,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Andyson,P32,"Poor 3.3V transient response, A- tier performance. crippled with a 2 year warranty."
846,,,P20 SFX,,750/850/1000W,B-,2024,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-836,"Good electrical performance, outside of inrush protection and transient response. 2 year warranty."
847,,,P30 Gold,,850/1000/1300W,B-,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-826E,Only a 2 year warranty.
848,,SHP Bronze,,,500/600/700W,E,2020,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,Andyson,M5,
849,,SilentStorm,SFX,Bronze,350/450W,E,2015,,SFX,ATX 2.x,Full,No,B,DF,PR,GR,High Power,NO-754,EU/JP only? No stated manufacturer warranty outside of mandated EU 2 year warranty.
850,,,,Gold,500W,B,2015,,SFX-L,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-770,
851,,,Cool Zero,,650/750/850W,B,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-810E,
852,,,Icewind,,550/650/750W,C-,2017,,ATX,ATX 2.x,Full,Full,B,DF,PR,DC-DC,High Power,NO-790,
853,,WPM Gold Zero,,,550/650/750W,C,2019,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,GPS,
854,,,,,,,,,,,,,,,,,,,
855,SilverStone,ATTIS Bronze,,,650/750/850W,F,2024,,ATX,ATX 3.x,Full,No,B,DF,PR,DC-DC,Unknown,,Does not claim OCP on any rails. Minimal information available.
856,,Decathlon,,DA Gold,1650W,B+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,High Power,NO-819,"3 year warranty, A+ tier performance."
857,,,,,1000W,B,2021,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,,
858,,,,,850W,C+,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,"A few samples of the base platform died when subjected to sub-90VAC stress tests per JonnyGuru. Proceed with caution under 120VAC, especially in areas prone to brownouts."
859,,,,,750W,B-,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,
860,,,,,550/650W,B,2021,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX,
861,,,,DA-R GM,1000W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,CSZ,Also known/listed as DA-R Gold. 1000W only shows 3 year warranty despite A tier performance.
862,,,,,750/850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,CWT,GPX ATX 3.0,
863,,,,DA-R GMA,750/850W,B+,2023,,ATX,ATX 3.x,Full,Full,G,LLC,SR,DC-DC,Andyson,P32,Metallic colored Silverstone logo in the center of the fan grille. 3 year warranty.
864,,Essential,,ET-G,550/650/750W,B,2018,,ATX,ATX 2.x,Full,No,G,LLC,SR,DC-DC,CWT,GPS,
865,,,,ET-HG,550/650/750W,B,2018,,ATX,ATX 2.x,Full,Semi,G,LLC,SR,DC-DC,CWT,GPS,
866,,,,ET-MG,500/600/700W,B-,2018,,ATX,ATX 2.x,Full,Full,G,LLC,SR,DC-DC,Andyson,PAD07,
867,,,,ET-B,450-750W,E,2017,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,GPK,
868,,,,ET-ARGB,500W,E,2019,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,,Actual 12V capacity is 456W. Does not claim OTP. ARGB fan controlled via motherboard header. Hong Hua rifle bearing fan.
869,,,,ET,500W,F,2019,,ATX,ATX 2.x,Full,No,B,DF,PR,GR,CWT,,Actual 12V capacity is 456W. Does not claim OTP nor OCP. Assumed to be similar to ET500-ARGB.
870,,"Extreme
(SFX & SFX-L)",Bronze,,350/500W,C-,2024,,SFX,ATX 2.x,Full,No,B,DF,PR,DC-DC,CWT,GPH,
871,,,R Platinum,SFX-L,850W,A,2023,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,,
872,,,Rz,Platinum,1000W,A+,2025,,SFX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-836,"Excellent overall performance, component, and build quality, quietest SFX unit in its class."
873,,HELA,R Platinum,HAR-PM,850W,A,2022,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-818F,
874,,,,,1200W,A+,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,CWT,CSZ,
875,,,,,1300W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,High Power,NO-826C,
876,,,,,2050W,A,2023,,ATX,ATX 3.x,Full,Full,P,LLC,SR,DC-DC,Enhance,,Updated for ATX 3.0 to include dual 12VHPWR. Only 1650W under 120VAC
877,,,,,2500W,E,2025,,ATX,ATX 3.x,230V,Full,P,LLC,SR,DC-DC,High Power,NO-843,"Interleaved PFC. Good performance, but OPP & 12V OCP allow the unit to exceed the AC receptacle's current rating. OOS 3.3V transients."
